Input,Coverage,Assembler,Polisher,Id,Gene-number,Isolet,Organism,Genome-Type,metaQuast-version,# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,Reference length,GC (%),Reference GC (%),N50,NG50,N90,NG90,L50,LG50,L90,LG90,# misassemblies,# misassembled contigs,Misassembled contigs length,# local misassemblies,# scaffold gap ext. mis.,# scaffold gap loc. mis.,# unaligned mis. contigs,# unaligned contigs,Unaligned length,Genome fraction (%),Duplication ratio,# N's per 100 kbp,# mismatches per 100 kbp,# indels per 100 kbp,Largest alignment,Total aligned length,NA50,NGA50,NA90,NGA90,LA50,LGA50,LA90,LGA90
voltrax--100x-redbean--05.fasta,100,redbean,NA,05,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4037407,4037407,4037407,4037407,4037407,1,4037407,4037407,4045677,43.94,43.94,4037407,4037407,4037407,4037407,1,1,1,1,1,1,4037407,1,0,0,0,0 + 0 part,0,99.816,1.000,0.00,3.89,24.27,4037392,4037392,4037392,4037392,4037392,4037392,1,1,1,1
voltrax--100x-redbean--06.fasta,100,redbean,NA,06,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4020285,4020285,4020285,4020285,4020285,1,4020285,4020285,4045677,43.94,43.94,4020285,4020285,4020285,4020285,1,1,1,1,1,1,4020285,1,0,0,0,0 + 0 part,0,99.399,1.000,0.00,3.06,26.86,3929804,4020285,3929804,3929804,3929804,3929804,1,1,1,1
voltrax--100x-redbean--07.fasta,100,redbean,NA,07,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,1,1,1,4047070,4047070,4041948,4041948,4041948,2,4041948,4047070,4045677,43.93,43.94,4041948,4041948,4041948,4041948,1,1,1,1,0,0,0,2,0,0,0,0 + 1 part,878,99.910,1.001,0.00,7.41,27.93,4041070,4046192,4041070,4041070,4041070,4041070,1,1,1,1
voltrax--100x-redbean--08.fasta,100,redbean,NA,08,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4045023,4045023,4045023,4045023,4045023,1,4045023,4045023,4045677,43.94,43.94,4045023,4045023,4045023,4045023,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.997,1.000,0.00,2.60,23.83,4045023,4045023,4045023,4045023,4045023,4045023,1,1,1,1
voltrax--100x-redbean--09.fasta,100,redbean,NA,09,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,2,2,2,6750820,6750820,6750820,6750820,6750820,2,4030017,6750820,4045677,39.48,43.94,4030017,4030017,2720803,4030017,1,1,2,1,1,1,4030017,1,0,0,1,0 + 1 part,2695423,99.659,1.006,0.00,50.20,29.32,3933753,4055397,3933753,3933753,-,3933753,1,1,-,1
voltrax--100x-redbean--10.fasta,100,redbean,NA,10,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4044813,4044813,4044813,4044813,4044813,1,4044813,4044813,4045677,43.94,43.94,4044813,4044813,4044813,4044813,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.997,1.000,0.00,2.72,23.71,4044813,4044813,4044813,4044813,4044813,4044813,1,1,1,1
voltrax--100x-redbean--11.fasta,100,redbean,NA,11,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4045047,4045047,4045047,4045047,4045047,1,4045047,4045047,4045677,43.94,43.94,4045047,4045047,4045047,4045047,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.997,1.000,0.00,6.06,26.01,4045047,4045047,4045047,4045047,4045047,4045047,1,1,1,1
voltrax--100x-redbean--12.fasta,100,redbean,NA,12,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,2,2,2,5103561,5103561,5103561,5103561,5103561,2,4057359,5103561,4045677,45.61,43.94,4057359,4057359,1046202,4057359,1,1,2,1,1,1,4057359,2,0,0,1,0 + 2 part,1046087,99.979,1.003,0.00,6.01,24.47,4056535,4057474,4056535,4056535,-,4056535,1,1,-,1
voltrax--100x-redbean-medaka--01-polished.fasta,100,redbean,medaka,01,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4045832,4045832,4045832,4045832,4045832,1,4045832,4045832,4045677,43.94,43.94,4045832,4045832,4045832,4045832,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.997,1.000,0.00,0.44,3.39,4045832,4045832,4045832,4045832,4045832,4045832,1,1,1,1
voltrax--100x-redbean-medaka--02-polished.fasta,100,redbean,medaka,02,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4039789,4039789,4039789,4039789,4039789,1,4039789,4039789,4045677,43.94,43.94,4039789,4039789,4039789,4039789,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.854,1.000,0.00,0.47,3.34,4039789,4039789,4039789,4039789,4039789,4039789,1,1,1,1
voltrax--100x-redbean-medaka--03-polished.fasta,100,redbean,medaka,03,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4029399,4029399,4029399,4029399,4029399,1,4029399,4029399,4045677,43.95,43.94,4029399,4029399,4029399,4029399,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.597,1.000,0.00,0.47,3.18,4029399,4029399,4029399,4029399,4029399,4029399,1,1,1,1
voltrax--100x-redbean-medaka--04-polished.fasta,100,redbean,medaka,04,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,2,2,2,7145512,7145512,7145512,7145512,7145512,2,6788036,7145512,4045677,40.09,43.94,6788036,6788036,6788036,6788036,1,1,1,1,8,1,6788036,5,0,0,1,0 + 2 part,3052409,99.884,1.012,0.00,51.73,9.63,4037425,4090614,4037425,4037425,-,4037425,1,1,-,1
voltrax--100x-redbean-medaka--05-polished.fasta,100,redbean,medaka,05,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4037843,4037843,4037843,4037843,4037843,1,4037843,4037843,4045677,43.94,43.94,4037843,4037843,4037843,4037843,1,1,1,1,1,1,4037843,1,0,0,0,0 + 0 part,0,99.805,1.000,0.00,3.17,3.79,4037843,4037843,4037843,4037843,4037843,4037843,1,1,1,1
voltrax--100x-redbean-medaka--06-polished.fasta,100,redbean,medaka,06,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4021423,4021423,4021423,4021423,4021423,1,4021423,4021423,4045677,43.94,43.94,4021423,4021423,4021423,4021423,1,1,1,1,1,1,4021423,1,0,0,0,0 + 0 part,0,99.399,1.000,0.00,0.62,3.23,3930916,4021423,3930916,3930916,3930916,3930916,1,1,1,1
voltrax--100x-redbean-medaka--07-polished.fasta,100,redbean,medaka,07,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,1,1,1,4047793,4047793,4042756,4042756,4042756,2,4042756,4047793,4045677,43.93,43.94,4042756,4042756,4042756,4042756,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.928,1.001,0.00,1.63,5.41,4042756,4047793,4042756,4042756,4042756,4042756,1,1,1,1
voltrax--100x-redbean-medaka--08-polished.fasta,100,redbean,medaka,08,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4045885,4045885,4045885,4045885,4045885,1,4045885,4045885,4045677,43.94,43.94,4045885,4045885,4045885,4045885,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.997,1.000,0.00,0.44,3.31,4045885,4045885,4045885,4045885,4045885,4045885,1,1,1,1
voltrax--100x-redbean-medaka--09-polished.fasta,100,redbean,medaka,09,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4030628,4030628,4030628,4030628,4030628,1,4030628,4030628,4045677,43.94,43.94,4030628,4030628,4030628,4030628,1,1,1,1,1,1,4030628,1,0,0,0,0 + 0 part,0,99.628,1.000,0.00,0.45,3.08,3934589,4030628,3934589,3934589,3934589,3934589,1,1,1,1
voltrax--100x-redbean-medaka--10-polished.fasta,100,redbean,medaka,10,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4045649,4045649,4045649,4045649,4045649,1,4045649,4045649,4045677,43.94,43.94,4045649,4045649,4045649,4045649,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.997,1.000,0.00,0.44,3.63,4045649,4045649,4045649,4045649,4045649,4045649,1,1,1,1
voltrax--100x-redbean-medaka--11-polished.fasta,100,redbean,medaka,11,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4045925,4045925,4045925,4045925,4045925,1,4045925,4045925,4045677,43.94,43.94,4045925,4045925,4045925,4045925,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.997,1.000,0.00,1.06,3.31,4045925,4045925,4045925,4045925,4045925,4045925,1,1,1,1
voltrax--100x-redbean-medaka--12-polished.fasta,100,redbean,medaka,12,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4058014,4058014,4058014,4058014,4058014,1,4058014,4058014,4045677,43.94,43.94,4058014,4058014,4058014,4058014,1,1,1,1,1,1,4058014,1,0,0,0,0 + 0 part,0,99.997,1.003,0.00,3.65,3.87,4058014,4058014,4058014,4058014,4058014,4058014,1,1,1,1
voltrax--100x-redbean-wtpoa--01.fasta,100,redbean,wtpoa,01,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4045218,4045218,4045218,4045218,4045218,1,4045218,4045218,4045677,43.94,43.94,4045218,4045218,4045218,4045218,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.997,1.000,0.00,1.80,17.87,4045218,4045218,4045218,4045218,4045218,4045218,1,1,1,1
voltrax--100x-redbean-wtpoa--02.fasta,100,redbean,wtpoa,02,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4039106,4039106,4039106,4039106,4039106,1,4039106,4039106,4045677,43.95,43.94,4039106,4039106,4039106,4039106,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.854,1.000,0.00,1.83,18.59,4039106,4039106,4039106,4039106,4039106,4039106,1,1,1,1
voltrax--100x-redbean-wtpoa--03.fasta,100,redbean,wtpoa,03,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4028787,4028787,4028787,4028787,4028787,1,4028787,4028787,4045677,43.95,43.94,4028787,4028787,4028787,4028787,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.598,1.000,0.00,1.69,17.87,4028787,4028787,4028787,4028787,4028787,4028787,1,1,1,1
voltrax--100x-redbean-wtpoa--04.fasta,100,redbean,wtpoa,04,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,2,2,2,7828163,7828163,7828163,7828163,7828163,2,6783046,7828163,4045677,41.20,43.94,6783046,6783046,1045117,6783046,1,1,2,1,10,1,6783046,9,0,0,1,0 + 2 part,3741235,99.840,1.011,0.00,54.92,27.25,4035971,4084436,4035971,4035971,-,4035971,1,1,-,1
voltrax--100x-redbean-wtpoa--05.fasta,100,redbean,wtpoa,05,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4036592,4036592,4036592,4036592,4036592,1,4036592,4036592,4045677,43.94,43.94,4036592,4036592,4036592,4036592,1,1,1,1,1,1,4036592,1,0,0,0,0 + 0 part,0,99.790,1.000,0.00,1.71,17.79,4036592,4036592,4036592,4036592,4036592,4036592,1,1,1,1
voltrax--100x-redbean-wtpoa--06.fasta,100,redbean,wtpoa,06,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4020731,4020731,4020731,4020731,4020731,1,4020731,4020731,4045677,43.94,43.94,4020731,4020731,4020731,4020731,1,1,1,1,1,1,4020731,1,0,0,0,0 + 0 part,0,99.399,1.000,0.00,1.69,18.48,3930235,4020731,3930235,3930235,3930235,3930235,1,1,1,1
voltrax--100x-redbean-wtpoa--07.fasta,100,redbean,wtpoa,07,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,1,1,1,4047311,4047311,4042189,4042189,4042189,2,4042189,4047311,4045677,43.93,43.94,4042189,4042189,4042189,4042189,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.929,1.001,0.00,2.84,19.59,4042189,4047311,4042189,4042189,4042189,4042189,1,1,1,1
voltrax--100x-redbean-wtpoa--08.fasta,100,redbean,wtpoa,08,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4045215,4045215,4045215,4045215,4045215,1,4045215,4045215,4045677,43.94,43.94,4045215,4045215,4045215,4045215,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.997,1.000,0.00,1.73,18.42,4045215,4045215,4045215,4045215,4045215,4045215,1,1,1,1
voltrax--100x-redbean-wtpoa--09.fasta,100,redbean,wtpoa,09,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4029912,4029912,4029912,4029912,4029912,1,4029912,4029912,4045677,43.94,43.94,4029912,4029912,4029912,4029912,1,1,1,1,1,1,4029912,2,0,0,0,0 + 0 part,0,99.619,1.000,0.00,1.61,17.97,3933391,4029660,3933391,3933391,3933391,3933391,1,1,1,1
voltrax--100x-redbean-wtpoa--10.fasta,100,redbean,wtpoa,10,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4045009,4045009,4045009,4045009,4045009,1,4045009,4045009,4045677,43.94,43.94,4045009,4045009,4045009,4045009,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.997,1.000,0.00,2.00,20.40,4045009,4045009,4045009,4045009,4045009,4045009,1,1,1,1
voltrax--100x-redbean-wtpoa--11.fasta,100,redbean,wtpoa,11,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4042650,4042650,4042650,4042650,4042650,1,4042650,4042650,4045677,43.93,43.94,4042650,4042650,4042650,4042650,1,1,1,1,1,1,4042650,1,0,0,0,0 + 0 part,0,99.935,1.000,0.00,5.79,19.99,4042650,4042650,4042650,4042650,4042650,4042650,1,1,1,1
voltrax--100x-redbean-wtpoa--12.fasta,100,redbean,wtpoa,12,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4057381,4057381,4057381,4057381,4057381,1,4057381,4057381,4045677,43.94,43.94,4057381,4057381,4057381,4057381,1,1,1,1,1,1,4057381,1,0,0,0,0 + 0 part,0,99.997,1.003,0.00,1.53,17.79,4057381,4057381,4057381,4057381,4057381,4057381,1,1,1,1
voltrax--100x-redbean-wtpoa-medaka--01-polished.fasta,100,redbean,wtpoa-medaka,01,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,2,2,2,5154234,5154234,5154234,5154234,5154234,2,4045832,5154234,4045677,45.66,43.94,4045832,4045832,1108402,4045832,1,1,2,1,0,0,0,1,0,0,1,0 + 1 part,1106837,99.997,1.000,0.00,3.43,3.41,4045832,4047397,4045832,4045832,-,4045832,1,1,-,1
voltrax--100x-redbean-wtpoa-medaka--02-polished.fasta,100,redbean,wtpoa-medaka,02,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4039792,4039792,4039792,4039792,4039792,1,4039792,4039792,4045677,43.94,43.94,4039792,4039792,4039792,4039792,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.854,1.000,0.00,0.47,3.32,4039792,4039792,4039792,4039792,4039792,4039792,1,1,1,1
voltrax--100x-redbean-wtpoa-medaka--03-polished.fasta,100,redbean,wtpoa-medaka,03,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4029393,4029393,4029393,4029393,4029393,1,4029393,4029393,4045677,43.95,43.94,4029393,4029393,4029393,4029393,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.597,1.000,0.00,0.62,3.20,4029393,4029393,4029393,4029393,4029393,4029393,1,1,1,1
voltrax--100x-redbean-wtpoa-medaka--04-polished.fasta,100,redbean,wtpoa-medaka,04,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,2,2,2,7139405,7139405,7139405,7139405,7139405,2,6782085,7139405,4045677,40.09,43.94,6782085,6782085,6782085,6782085,1,1,1,1,10,1,6782085,6,0,0,1,0 + 2 part,3052284,99.878,1.011,0.00,52.61,11.75,4038156,4084628,4038156,4038156,-,4038156,1,1,-,1
voltrax--100x-redbean-wtpoa-medaka--05-polished.fasta,100,redbean,wtpoa-medaka,05,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4036861,4036861,4036861,4036861,4036861,1,4036861,4036861,4045677,43.94,43.94,4036861,4036861,4036861,4036861,1,1,1,1,1,1,4036861,1,0,0,0,0 + 0 part,0,99.781,1.000,0.00,4.04,3.81,4036861,4036861,4036861,4036861,4036861,4036861,1,1,1,1
voltrax--100x-redbean-wtpoa-medaka--06-polished.fasta,100,redbean,wtpoa-medaka,06,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4021427,4021427,4021427,4021427,4021427,1,4021427,4021427,4045677,43.94,43.94,4021427,4021427,4021427,4021427,1,1,1,1,1,1,4021427,1,0,0,0,0 + 0 part,0,99.399,1.000,0.00,0.57,3.26,3930920,4021427,3930920,3930920,3930920,3930920,1,1,1,1
voltrax--100x-redbean-wtpoa-medaka--07-polished.fasta,100,redbean,wtpoa-medaka,07,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,1,1,1,4047828,4047828,4042791,4042791,4042791,2,4042791,4047828,4045677,43.93,43.94,4042791,4042791,4042791,4042791,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.929,1.001,0.00,1.63,5.46,4042791,4047828,4042791,4042791,4042791,4042791,1,1,1,1
voltrax--100x-redbean-wtpoa-medaka--08-polished.fasta,100,redbean,wtpoa-medaka,08,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4045884,4045884,4045884,4045884,4045884,1,4045884,4045884,4045677,43.94,43.94,4045884,4045884,4045884,4045884,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.997,1.000,0.00,0.49,3.24,4045884,4045884,4045884,4045884,4045884,4045884,1,1,1,1
voltrax--100x-redbean-wtpoa-medaka--09-polished.fasta,100,redbean,wtpoa-medaka,09,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4030259,4030259,4030259,4030259,4030259,1,4030259,4030259,4045677,43.94,43.94,4030259,4030259,4030259,4030259,1,1,1,1,1,1,4030259,1,0,0,0,0 + 0 part,0,99.619,1.000,0.00,0.45,3.20,3934340,4030259,3934340,3934340,3934340,3934340,1,1,1,1
voltrax--100x-redbean-wtpoa-medaka--10-polished.fasta,100,redbean,wtpoa-medaka,10,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4045656,4045656,4045656,4045656,4045656,1,4045656,4045656,4045677,43.94,43.94,4045656,4045656,4045656,4045656,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.997,1.000,0.00,0.47,3.63,4045656,4045656,4045656,4045656,4045656,4045656,1,1,1,1
voltrax--100x-redbean-wtpoa-medaka--11-polished.fasta,100,redbean,wtpoa-medaka,11,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4043742,4043742,4043742,4043742,4043742,1,4043742,4043742,4045677,43.93,43.94,4043742,4043742,4043742,4043742,1,1,1,1,1,1,4043742,1,0,0,0,0 + 0 part,0,99.947,1.000,0.00,0.87,3.59,4043742,4043742,4043742,4043742,4043742,4043742,1,1,1,1
voltrax--100x-redbean-wtpoa-medaka--12-polished.fasta,100,redbean,wtpoa-medaka,12,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4057941,4057941,4057941,4057941,4057941,1,4057941,4057941,4045677,43.94,43.94,4057941,4057941,4057941,4057941,1,1,1,1,1,1,4057941,1,0,0,0,0 + 0 part,0,99.997,1.003,0.00,4.26,4.49,4057925,4057925,4057925,4057925,4057925,4057925,1,1,1,1
voltrax--10x-flye--01.fasta,10,flye,NA,01,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,2,2,2,4039658,4039658,4039658,4039658,4039658,2,3293370,4039658,4045677,43.93,43.94,3293370,3293370,746288,746288,1,1,2,2,0,0,0,0,0,0,0,0 + 0 part,0,99.840,1.000,0.00,5.07,32.78,3293369,4039632,3293369,3293369,746263,746263,1,1,2,2
voltrax--10x-flye--02.fasta,10,flye,NA,02,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,2,2,2,4243941,4243941,4243941,4243941,4243941,2,4045904,4243941,4045677,44.40,43.94,4045904,4045904,4045904,4045904,1,1,1,1,0,0,0,1,0,0,1,0 + 1 part,197724,99.992,1.000,0.00,7.96,27.36,4045474,4045787,4045474,4045474,4045474,4045474,1,1,1,1
voltrax--10x-flye--03.fasta,10,flye,NA,03,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4045892,4045892,4045892,4045892,4045892,1,4045892,4045892,4045677,43.94,43.94,4045892,4045892,4045892,4045892,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.997,1.000,0.00,2.87,26.45,4045892,4045892,4045892,4045892,4045892,4045892,1,1,1,1
voltrax--10x-flye--04.fasta,10,flye,NA,04,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4046807,4046807,4046807,4046807,4046807,1,4046807,4046807,4045677,43.94,43.94,4046807,4046807,4046807,4046807,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.997,1.000,0.00,4.52,30.00,4046807,4046807,4046807,4046807,4046807,4046807,1,1,1,1
voltrax--10x-flye--05.fasta,10,flye,NA,05,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4045808,4045808,4045808,4045808,4045808,1,4045808,4045808,4045677,43.94,43.94,4045808,4045808,4045808,4045808,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.997,1.000,0.00,3.06,24.82,4045808,4045808,4045808,4045808,4045808,4045808,1,1,1,1
voltrax--10x-flye--06.fasta,10,flye,NA,06,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),3,3,3,3,3,4043322,4043322,4043322,4043322,4043322,3,2180833,4043322,4045677,43.93,43.94,2180833,2180833,1790468,1790468,1,1,2,2,0,0,0,1,0,0,0,0 + 0 part,0,99.918,1.000,0.00,5.64,31.61,2180745,4043228,2180745,2180745,1790462,1790462,1,1,2,2
voltrax--10x-flye--07.fasta,10,flye,NA,07,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4043068,4043068,4043068,4043068,4043068,1,4043068,4043068,4045677,43.94,43.94,4043068,4043068,4043068,4043068,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.923,1.000,0.00,4.08,28.10,4042792,4042792,4042792,4042792,4042792,4042792,1,1,1,1
voltrax--10x-flye--08.fasta,10,flye,NA,08,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4035102,4035102,4035102,4035102,4035102,1,4035102,4035102,4045677,43.92,43.94,4035102,4035102,4035102,4035102,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.721,1.000,0.00,5.11,30.24,4034743,4034743,4034743,4034743,4034743,4034743,1,1,1,1
voltrax--10x-flye--09.fasta,10,flye,NA,09,NA,Bacillus_subtilis_chromosome,Bacillus subtilis,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4045884,4045884,4045884,4045884,4045884,1,4045884,4045884,4045677,43.94,43.94,4045884,4045884,4045884,4045884,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.997,1.000,0.00,3.66,28.47,4045884,4045884,4045884,4045884,4045884,4045884,1,1,1,1
